,1a. open (SAR),1b. open (USD),2a. high (SAR),2b. high (USD),3a. low (SAR),3b. low (USD),4a. close (SAR),4b. close (USD),5. volume,6. market cap (USD)
2019-08-14,40854.45734400,10893.36000000,40869.90899200,10897.48000000,37234.34624000,9928.10000000,37692.90764800,10050.37000000,54451.84749900,54451.84749900
2019-08-13,42748.37184000,11398.35000000,42965.18246400,11456.16000000,40461.00288000,10788.45000000,40852.01958400,10892.71000000,33234.72968000,33234.72968000
2019-08-12,43276.16563200,11539.08000000,43421.71865600,11577.89000000,42136.94412800,11235.32000000,42739.85843200,11396.08000000,17568.22707500,17568.22707500
2019-08-11,42414.17369600,11309.24000000,43504.64000000,11600.00000000,41674.85734400,11112.11000000,43317.00748800,11549.97000000,26772.90691000,26772.90691000
2019-08-10,44554.67699200,11879.98000000,44948.54400000,11985.00000000,42267.00800000,11270.00000000,42414.43622400,11309.31000000,42633.08704800,42633.08704800
2019-08-09,44982.93516800,11994.17000000,45176.11827200,12045.68000000,43879.68000000,11700.00000000,44554.71449600,11879.99000000,39427.15258800,39427.15258800
2019-08-08,44911.19001600,11975.04000000,45229.82400000,12060.00000000,43208.35840000,11521.00000000,45003.93740800,11999.77000000,51207.25717400,51207.25717400
2019-08-07,43060.93017600,11481.69000000,45534.24396800,12141.17000000,42690.20313600,11382.84000000,44911.15251200,11975.03000000,69173.39035300,69173.39035300
2019-08-06,44367.23200000,11830.00000000,46245.05728000,12330.70000000,42104.61568000,11226.70000000,43060.93017600,11481.69000000,76705.38987500,76705.38987500
2019-08-05,40991.83449600,10929.99000000,44770.47500800,11937.52000000,40983.62112000,10927.80000000,44362.73152000,11828.80000000,65153.67371300,65153.67371300
2019-08-04,40567.55174400,10816.86000000,41404.41600000,11040.00000000,39574.22080000,10552.00000000,40988.98419200,10929.23000000,39924.74514100,39924.74514100
2019-08-03,39468.27200000,10523.75000000,40897.24940800,10904.77000000,39371.43667200,10497.93000000,40567.55174400,10816.86000000,33802.31882400,33802.31882400
2019-08-02,38910.40000000,10375.00000000,40016.76800000,10670.00000000,38559.17504000,10281.35000000,39468.27200000,10523.75000000,42990.44422100,42990.44422100
2019-08-01,37806.01971200,10080.53000000,39258.66214400,10467.86000000,36991.92038400,9863.46000000,38910.36249600,10374.99000000,41727.63702800,41727.63702800
2019-07-31,35910.08000000,9575.00000000,37915.79392000,10109.80000000,35835.07200000,9555.00000000,37806.01971200,10080.53000000,39515.35456000,39515.35456000
2019-07-30,35662.81612800,9509.07000000,36432.43571200,9714.28000000,35261.26080000,9402.00000000,35907.11718400,9574.21000000,32536.36883400,32536.36883400
2019-07-29,35784.59161600,9541.54000000,36487.64160000,9729.00000000,35235.00800000,9395.00000000,35657.45305600,9507.64000000,29021.93741100,29021.93741100
2019-07-28,35549.74156800,9478.92000000,35985.05049600,9594.99000000,34372.41600000,9165.00000000,35784.59161600,9541.54000000,29401.02293700,29401.02293700
2019-07-27,36843.92960000,9824.00000000,38211.55046400,10188.66000000,35002.48320000,9333.00000000,35540.74060800,9476.52000000,43809.77830100,43809.77830100
2019-07-26,37062.01536000,9882.15000000,37091.38099200,9889.98000000,36142.60480000,9637.00000000,36843.92960000,9824.00000000,27167.46321700,27167.46321700
2019-07-25,36616.65536000,9763.40000000,38160.32000000,10175.00000000,36454.00051200,9720.03000000,37053.46444800,9879.87000000,37873.35472800,37873.35472800
2019-07-24,36996.87091200,9864.78000000,37267.72480000,9937.00000000,35722.56000000,9525.00000000,36616.20531200,9763.28000000,43475.38037700,43475.38037700
2019-07-23,38790.68723200,10343.08000000,38794.02508800,10343.97000000,36836.42880000,9822.00000000,36997.35846400,9864.91000000,47624.37071000,47624.37071000
2019-07-22,39717.29856000,10590.15000000,40066.12326400,10683.16000000,37879.04000000,10100.00000000,38780.29862400,10340.31000000,40467.95483900,40467.95483900
2019-07-21,40280.30860800,10740.27000000,40571.45216000,10817.90000000,38584.11520000,10288.00000000,39714.67328000,10589.45000000,38834.28793500,38834.28793500
2019-07-20,39400.87731200,10505.78000000,41513.14009600,11068.99000000,38816.64000000,10350.00000000,40280.15859200,10740.23000000,47331.89984800,47331.89984800
2019-07-19,39861.65145600,10628.64000000,40390.72038400,10769.71000000,37960.94873600,10121.84000000,39395.28921600,10504.29000000,56546.93213300,56546.93213300
2019-07-18,36262.09254400,9668.86000000,40459.31520000,10788.00000000,34698.70080000,9252.00000000,39856.10086400,10627.16000000,80283.31025200,80283.31025200
2019-07-17,35366.90956800,9430.17000000,37342.73280000,9957.00000000,33978.62400000,9060.00000000,36258.56716800,9667.92000000,84942.67271700,84942.67271700
2019-07-16,40631.00851200,10833.78000000,41359.41120000,11028.00000000,35066.27750400,9350.01000000,35402.23833600,9439.59000000,97219.44341300,97219.44341300
2019-07-15,38157.24467200,10174.18000000,41629.44000000,11100.00000000,36978.94400000,9860.00000000,40649.53548800,10838.72000000,81922.42633200,81922.42633200
2019-07-14,42588.71731200,11355.78000000,42949.58080000,11452.00000000,37890.29120000,10103.00000000,38157.24467200,10174.18000000,72517.57923600,72517.57923600
2019-07-13,44094.27788800,11757.22000000,44254.64499200,11799.98000000,40616.83200000,10830.00000000,42588.64230400,11355.76000000,54245.59454800,54245.59454800
2019-07-12,42540.33715200,11342.88000000,44573.50400000,11885.00000000,41528.17920000,11073.00000000,44094.27788800,11757.22000000,56321.85828100,56321.85828100
2019-07-11,45410.25574400,12108.11000000,45423.83219200,12111.73000000,41254.40000000,11000.00000000,42540.37465600,11342.89000000,87506.46105800,87506.46105800
2019-07-10,47061.93190400,12548.51000000,49306.80883200,13147.08000000,43388.37760000,11569.00000000,45411.23084800,12108.37000000,109246.04499700,109246.04499700
2019-07-09,45899.64544000,12238.60000000,47985.35539200,12794.73000000,45259.82720000,12068.00000000,47042.80486400,12543.41000000,78442.13034300,78442.13034300
2019-07-08,42792.06400000,11410.00000000,46272.54771200,12338.03000000,42079.48800000,11220.00000000,45899.64544000,12238.60000000,52182.36721500,52182.36721500
2019-07-07,42216.19008000,11256.45000000,43272.11520000,11538.00000000,41608.32524800,11094.37000000,42777.96249600,11406.24000000,38884.79559900,38884.79559900
2019-07-06,41188.43046400,10982.41000000,43748.41600000,11665.00000000,41121.29830400,10964.51000000,42216.34009600,11256.49000000,51469.49633100,51469.49633100
2019-07-05,41800.72076800,11145.67000000,42780.17523200,11406.83000000,40490.96857600,10796.44000000,41144.62579200,10970.73000000,63534.35058200,63534.35058200
2019-07-04,44779.77600000,11940.00000000,45004.80000000,12000.00000000,41460.67200000,11055.00000000,41800.72076800,11145.67000000,66512.22189200,66512.22189200
2019-07-03,40673.01299200,10844.98000000,44974.38425600,11991.89000000,40658.23641600,10841.04000000,44779.77600000,11940.00000000,96815.90029000,96815.90029000
2019-07-02,39847.62496000,10624.90000000,41024.68800000,10938.75000000,36480.14080000,9727.00000000,40665.02464000,10842.85000000,109561.03872800,109561.03872800
2019-07-01,40707.21664000,10854.10000000,42313.06291200,11282.28000000,37616.51200000,10030.00000000,39847.73747200,10624.93000000,90962.26827100,90962.26827100
2019-06-30,44641.49875200,11903.13000000,45679.87200000,12180.00000000,40376.91891200,10766.03000000,40707.21664000,10854.10000000,84512.53044300,84512.53044300
2019-06-29,46531.43782400,12407.06000000,46660.75161600,12441.54000000,43035.91500800,11475.02000000,44641.49875200,11903.13000000,69642.07415700,69642.07415700
2019-06-28,42491.99449600,11329.99000000,46804.99200000,12480.00000000,41190.19315200,10982.88000000,46507.32275200,12400.63000000,95795.20396400,95795.20396400
2019-06-27,49124.16435200,13098.38000000,50548.04121600,13478.04000000,39473.33504000,10525.10000000,42491.99449600,11329.99000000,173894.82088900,173894.82088900
2019-06-26,44334.52851200,11821.28000000,52393.08800000,13970.00000000,44033.44640000,11741.00000000,49106.98752000,13093.80000000,155930.14738600,155930.14738600
2019-06-25,41466.63513600,11056.59000000,44442.24000000,11850.00000000,41351.91040000,11026.00000000,44332.95334400,11820.86000000,61276.68664800,61276.68664800
2019-06-24,40901.67488000,10905.95000000,41793.06995200,11143.63000000,39832.24832000,10620.80000000,41466.63513600,11056.59000000,43101.04528500,43101.04528500
2019-06-23,40238.04160000,10729.00000000,42726.95705600,11392.64000000,39586.14707200,10555.18000000,40902.12492800,10906.07000000,57445.32394500,57445.32394500
2019-06-22,38103.53894400,10159.86000000,41854.46400000,11160.00000000,37210.41868800,9921.72000000,40239.91680000,10729.50000000,104169.44797600,104169.44797600
2019-06-21,35696.53222400,9518.06000000,38160.28249600,10174.99000000,35696.53222400,9518.06000000,38103.53894400,10159.86000000,50484.41589200,50484.41589200
2019-06-20,34705.30150400,9253.76000000,35966.33600000,9590.00000000,34410.67008000,9175.20000000,35693.00684800,9517.12000000,34556.05398200,34556.05398200
2019-06-19,34061.02028800,9081.97000000,34893.72160000,9304.00000000,33603.58400000,8960.00000000,34711.78969600,9255.49000000,32147.70649500,32147.70649500
2019-06-18,34924.21235200,9312.13000000,35015.08454400,9336.36000000,33566.08000000,8950.00000000,34059.44512000,9081.55000000,51554.56940100,51554.56940100
2019-06-17,33577.33120000,8953.00000000,35418.77760000,9444.00000000,33566.08000000,8950.00000000,34931.07558400,9313.96000000,47895.48537400,47895.48537400
2019-06-16,33043.91180800,8810.77000000,35002.48320000,9333.00000000,32853.50400000,8760.00000000,33578.56883200,8953.33000000,63289.25121900,63289.25121900
2019-06-15,32444.26035200,8650.88000000,33247.25849600,8864.99000000,32132.03955200,8567.63000000,33036.14848000,8808.70000000,31791.63603900,31791.63603900
2019-06-14,30814.93657600,8216.44000000,32570.01126400,8684.41000000,30544.45772800,8144.32000000,32440.96000000,8650.00000000,39835.24625500,39835.24625500
2019-06-13,30481.90105600,8127.64000000,31165.14892800,8309.82000000,30040.81651200,8010.03000000,30822.81241600,8218.54000000,30467.76434100,30467.76434100
2019-06-12,29571.52896000,7884.90000000,30753.28000000,8200.00000000,29211.82809600,7788.99000000,30481.90105600,8127.64000000,41597.08262200,41597.08262200
2019-06-11,29931.94240000,7981.00000000,30040.70400000,8010.00000000,28848.93939200,7692.23000000,29571.52896000,7884.90000000,30334.99942700,30334.99942700
2019-06-10,28606.43852800,7627.57000000,30078.20800000,8020.00000000,28169.25440000,7511.00000000,29938.50560000,7982.75000000,36756.07846800,36756.07846800
2019-06-09,29610.45811200,7895.28000000,29759.42400000,7935.00000000,28152.97766400,7506.66000000,28608.53875200,7628.13000000,31568.46515700,31568.46515700
2019-06-08,29924.21657600,7978.94000000,30170.65536000,8044.65000000,29069.35040000,7751.00000000,29604.23244800,7893.62000000,22657.32963400,22657.32963400
2019-06-07,29206.50252800,7787.57000000,30378.24000000,8100.00000000,29018.68249600,7737.49000000,29930.17971200,7980.53000000,33942.22565800,33942.22565800
2019-06-06,29170.91123200,7778.08000000,29508.63475200,7868.13000000,27920.15283200,7444.58000000,29203.23968000,7786.70000000,36624.11874700,36624.11874700
2019-06-05,28829.47481600,7687.04000000,29615.78368000,7896.70000000,28400.95411200,7572.78000000,29164.98560000,7776.50000000,48679.65645500,48679.65645500
2019-06-04,30436.97126400,8115.66000000,30436.97126400,8115.66000000,28056.81740800,7481.02000000,28829.43731200,7687.03000000,74143.94894100,74143.94894100
2019-06-03,32725.99040000,8726.00000000,33007.08288000,8800.95000000,30306.23232000,8080.80000000,30437.57132800,8115.82000000,45692.96510400,45692.96510400
2019-06-02,32047.54304000,8545.10000000,33058.95091200,8814.78000000,31968.40960000,8524.00000000,32725.91539200,8725.98000000,27835.13326500,27835.13326500
2019-06-01,32084.67200000,8555.00000000,32350.95040000,8626.00000000,31662.22694400,8442.36000000,32043.68012800,8544.07000000,31868.23415700,31868.23415700
2019-05-31,31004.93184000,8267.10000000,32230.93760000,8594.00000000,30410.11840000,8108.50000000,32084.67200000,8555.00000000,44727.49162000,44727.49162000
2019-05-30,32427.83360000,8646.50000000,34032.10470400,9074.26000000,30021.95200000,8005.00000000,31014.08281600,8269.54000000,70379.99852100,70379.99852100
2019-05-29,32691.74924800,8716.87000000,32816.00000000,8750.00000000,31528.11264000,8406.60000000,32424.75827200,8645.68000000,33880.86592200,33880.86592200
2019-05-28,32825.45100800,8752.52000000,32997.85689600,8798.49000000,31918.26675200,8510.63000000,32687.13625600,8715.64000000,31470.55153400,31470.55153400
2019-05-27,32300.47001600,8612.54000000,33409.76332800,8908.32000000,32212.18560000,8589.00000000,32839.70252800,8756.32000000,51886.76879300,51886.76879300
2019-05-26,30089.45920000,8023.00000000,32778.49600000,8740.00000000,29378.45836800,7833.42000000,32307.55827200,8614.43000000,49652.14456700,49652.14456700
2019-05-25,29870.13580800,7964.52000000,30347.48672000,8091.80000000,29659.43833600,7908.34000000,30098.49766400,8025.41000000,28414.32881700,28414.32881700
2019-05-24,29440.45248000,7849.95000000,30490.75200000,8130.00000000,29125.60640000,7766.00000000,29871.44844800,7964.87000000,46664.78532500,46664.78532500
2019-05-23,28607.30112000,7627.80000000,29781.85139200,7940.98000000,27981.73440000,7461.00000000,29446.30310400,7851.51000000,49648.18470100,49648.18470100
2019-05-22,29644.96179200,7904.48000000,30063.20640000,8016.00000000,27996.73600000,7465.00000000,28609.66387200,7628.43000000,49136.99458900,49136.99458900
2019-05-21,29767.52486400,7937.16000000,30161.91692800,8042.32000000,29144.35840000,7771.00000000,29646.42444800,7904.87000000,52301.75224700,52301.75224700
2019-05-20,30558.03417600,8147.94000000,30588.37491200,8156.03000000,28326.77120000,7553.00000000,29771.23776000,7938.15000000,65859.20856400,65859.20856400
2019-05-19,27217.85292800,7257.32000000,31034.89753600,8275.09000000,27164.44723200,7243.08000000,30560.05939200,8148.48000000,65577.44205800,65577.44205800
2019-05-18,27585.24211200,7355.28000000,27970.48320000,7458.00000000,26840.15014400,7156.61000000,27218.34048000,7257.45000000,37054.94477900,37054.94477900
2019-05-17,29510.65996800,7868.67000000,29721.92000000,7925.00000000,25926.51520000,6913.00000000,27585.16710400,7355.26000000,88752.00815900,88752.00815900
2019-05-16,30637.31763200,8169.08000000,31203.32800000,8320.00000000,28896.83200000,7705.00000000,29502.85913600,7866.59000000,69630.51399600,69630.51399600
2019-05-15,29797.90310400,7945.26000000,30937.04960000,8249.00000000,29440.64000000,7850.00000000,30640.28044800,8169.87000000,37884.32721100,37884.32721100
2019-05-14,29236.69324800,7795.62000000,31375.84640000,8366.00000000,28501.38982400,7599.56000000,29806.52902400,7947.56000000,76583.72260300,76583.72260300
2019-05-13,26133.68729600,6968.24000000,30378.24000000,8100.00000000,25765.24800000,6870.00000000,29218.27878400,7790.71000000,85804.73533300,85804.73533300
2019-05-12,26538.73049600,7076.24000000,28209.68371200,7521.78000000,25315.20000000,6750.00000000,26130.19942400,6967.31000000,86948.97533900,86948.97533900
2019-05-11,23909.40006400,6375.16000000,27542.90009600,7343.99000000,23900.73664000,6372.85000000,26538.65548800,7076.22000000,74022.42439300,74022.42439300
2019-05-10,23289.79648000,6209.95000000,24261.03756800,6468.92000000,23147.46880000,6172.00000000,23902.53683200,6373.33000000,36623.61079000,36623.61079000
2019-05-09,22452.36966400,5986.66000000,23344.55232000,6224.55000000,22441.30598400,5983.71000000,23286.90867200,6209.18000000,27453.01143600,27453.01143600
2019-05-08,21926.11353600,5846.34000000,22557.60588800,6014.72000000,21648.05888000,5772.20000000,22454.73241600,5987.29000000,23074.05152000,23074.05152000
2019-05-07,21564.49996800,5749.92000000,22608.94886400,6028.41000000,21556.32409600,5747.74000000,21926.11353600,5846.34000000,39905.06442200,39905.06442200
2019-05-06,21651.73427200,5773.18000000,21771.07200000,5805.00000000,21074.02265600,5619.14000000,21556.51161600,5747.79000000,25256.59632500,25256.59632500
2019-05-05,21864.19443200,5829.83000000,21901.96096000,5839.90000000,21362.27840000,5696.00000000,21660.88524800,5775.62000000,23822.54377500,23822.54377500
2019-05-04,21642.13324800,5770.62000000,22127.36000000,5900.00000000,20955.17248000,5587.45000000,21862.76928000,5829.45000000,39682.40899100,39682.40899100
2019-05-03,20607.73542400,5494.81000000,21917.33760000,5844.00000000,20543.07852800,5477.57000000,21649.89657600,5772.69000000,46297.17284900,46297.17284900
2019-05-02,20189.15328000,5383.20000000,20769.71520000,5538.00000000,20139.64800000,5370.00000000,20600.45964800,5492.87000000,22795.78783500,22795.78783500
2019-05-01,19959.40377600,5321.94000000,20259.66080000,5402.00000000,19937.87648000,5316.20000000,20189.15328000,5383.20000000,17217.47321600,17217.47321600
2019-04-30,19645.12025600,5238.14000000,20027.06099200,5339.98000000,19472.63936000,5192.15000000,19955.16582400,5320.81000000,22238.06823000,22238.06823000
2019-04-29,19913.91142400,5309.81000000,19997.13280000,5332.00000000,19422.57152000,5178.80000000,19645.12025600,5238.14000000,19918.13507900,19918.13507900
2019-04-28,19860.95577600,5295.69000000,20027.13600000,5340.00000000,19725.15379200,5259.48000000,19905.32300800,5307.52000000,14371.43386900,14371.43386900
2019-04-27,19933.37600000,5315.00000000,20036.51200000,5342.50000000,19718.36556800,5257.67000000,19860.95577600,5295.69000000,15422.89693500,15422.89693500
2019-04-26,19578.85068800,5220.47000000,20664.70400000,5510.00000000,19358.13964800,5161.62000000,19930.00064000,5314.10000000,48912.29451300,48912.29451300
2019-04-25,20308.41600000,5415.00000000,20596.59673600,5491.84000000,19134.54080000,5102.00000000,19576.71296000,5219.90000000,49636.08994800,49636.08994800
2019-04-24,20593.10886400,5490.91000000,20935.48288000,5582.20000000,20002.19584000,5333.35000000,20308.41600000,5415.00000000,48224.15241300,48224.15241300
2019-04-23,20091.41785600,5357.14000000,21002.24000000,5600.00000000,19998.67046400,5332.41000000,20602.10982400,5493.31000000,41262.10391700,41262.10391700
2019-04-22,19717.39046400,5257.41000000,20252.16000000,5400.00000000,19533.39584000,5208.35000000,20091.41785600,5357.14000000,29563.85230900,29563.85230900
2019-04-21,19850.52966400,5292.91000000,19930.93824000,5314.35000000,19370.81600000,5165.00000000,19712.62745600,5256.14000000,25549.57093900,25549.57093900
2019-04-20,19722.15347200,5258.68000000,20002.45836800,5333.42000000,19614.96704000,5230.10000000,19846.10419200,5291.73000000,19168.90827400,19168.90827400
2019-04-19,19721.25337600,5258.44000000,19952.12800000,5320.00000000,19408.32000000,5175.00000000,19722.15347200,5258.68000000,24611.23632300,24611.23632300
2019-04-18,19511.11846400,5202.41000000,19828.36480000,5287.00000000,19497.57952000,5198.80000000,19721.25337600,5258.44000000,22619.23900100,22619.23900100
2019-04-17,19403.51948800,5173.72000000,19616.09216000,5230.40000000,19302.55872000,5146.80000000,19512.65612800,5202.82000000,23307.53613400,23307.53613400
2019-04-16,18845.57248000,5024.95000000,19493.52908800,5197.72000000,18766.77657600,5003.94000000,19403.51948800,5173.72000000,24242.22949300,24242.22949300
2019-04-15,19244.35251200,5131.28000000,19379.74195200,5167.38000000,18564.48000000,4950.00000000,18845.57248000,5024.95000000,29057.19158100,29057.19158100
2019-04-14,18929.95648000,5047.45000000,19325.77369600,5152.99000000,18752.00000000,5000.00000000,19244.42752000,5131.30000000,18281.60773900,18281.60773900
2019-04-13,18928.26880000,5047.00000000,19123.28960000,5099.00000000,18767.00160000,5004.00000000,18921.59308800,5045.22000000,17292.45680200,17292.45680200
2019-04-12,18817.14444800,5017.37000000,19054.20723200,5080.58000000,18231.51948800,4861.22000000,18932.05670400,5048.01000000,33276.67861400,33276.67861400
2019-04-11,19906.59814400,5307.86000000,19999.64556800,5332.67000000,18478.22080000,4927.00000000,18817.14444800,5017.37000000,54696.60068600,54696.60068600
2019-04-10,19314.56000000,5150.00000000,20334.66880000,5422.00000000,19258.30400000,5135.00000000,19908.06080000,5308.25000000,40073.62047100,40073.62047100
2019-04-09,19646.02035200,5238.38000000,19646.09536000,5238.40000000,19039.58067200,5076.68000000,19314.56000000,5150.00000000,34067.01231100,34067.01231100
2019-04-08,19390.58060800,5170.27000000,19895.87200000,5305.00000000,18898.26560000,5039.00000000,19640.46976000,5236.90000000,50178.43078200,50178.43078200
2019-04-07,18909.77932800,5042.07000000,19629.59360000,5234.00000000,18849.51040000,5026.00000000,19390.58060800,5170.27000000,37615.48680400,37615.48680400
2019-04-06,18770.60198400,5004.96000000,19520.83200000,5205.00000000,18484.18393600,4928.59000000,18916.60505600,5043.89000000,41770.84231300,41770.84231300
2019-04-05,18371.85945600,4898.64000000,18857.83628800,5028.22000000,18304.27724800,4880.62000000,18770.56448000,5004.95000000,39768.55280600,39768.55280600
2019-04-04,18499.18553600,4932.59000000,18898.56563200,5039.08000000,17915.66080000,4777.00000000,18371.93446400,4898.66000000,61054.25416800,61054.25416800
2019-04-03,18216.40537600,4857.19000000,19783.39750400,5275.01000000,17827.52640000,4753.50000000,18499.22304000,4932.60000000,109890.12574300,109890.12574300
2019-04-02,15543.68281600,4144.54000000,18369.42169600,4897.99000000,15528.68121600,4140.54000000,18216.78041600,4857.29000000,105383.63926300,105383.63926300
2019-04-01,15385.79097600,4102.44000000,15596.78848000,4158.70000000,15252.87680000,4067.00000000,15543.75782400,4144.56000000,25507.06764100,25507.06764100
2019-03-31,15402.85529600,4106.99000000,15437.09644800,4116.12000000,15311.27052800,4082.57000000,15391.45408000,4103.95000000,13525.08743300,13525.08743300
2019-03-30,15392.54169600,4104.24000000,15526.65600000,4140.00000000,15196.62080000,4052.00000000,15402.78028800,4106.97000000,19509.29260100,19509.29260100
2019-03-29,15107.43628800,4028.22000000,15465.56198400,4123.71000000,15091.72211200,4024.03000000,15388.82880000,4103.25000000,30084.21744400,30084.21744400
2019-03-28,15150.04083200,4039.58000000,15150.49088000,4039.70000000,15009.10080000,4002.00000000,15105.89862400,4027.81000000,20089.29387500,20089.29387500
2019-03-27,14809.46700800,3948.77000000,15181.61920000,4048.00000000,14762.13696000,3936.15000000,15144.30272000,4038.05000000,32364.55585200,32364.55585200
2019-03-26,14759.58668800,3935.47000000,14847.75859200,3958.98000000,14604.05760000,3894.00000000,14808.64192000,3948.55000000,29349.53762700,29349.53762700
2019-03-25,14969.15904000,3991.35000000,14998.97472000,3999.30000000,14584.21798400,3888.71000000,14762.02444800,3936.12000000,33192.89021700,33192.89021700
2019-03-24,15024.13990400,4006.01000000,15024.17740800,4006.02000000,14814.08000000,3950.00000000,14972.27187200,3992.18000000,17179.85064800,17179.85064800
2019-03-23,14956.18265600,3987.89000000,15072.22003200,4018.83000000,14919.12870400,3978.01000000,15024.13990400,4006.01000000,17302.60431800,17302.60431800
2019-03-22,14929.77984000,3980.85000000,15031.60320000,4008.00000000,14882.52480000,3968.25000000,14952.58227200,3986.93000000,20022.60631800,20022.60631800
2019-03-21,15163.01721600,4043.04000000,15261.57772800,4069.32000000,14551.58950400,3880.01000000,14928.99225600,3980.64000000,35997.68211900,35997.68211900
2019-03-20,15067.15699200,4017.48000000,15189.12000000,4050.00000000,14928.46720000,3980.50000000,15163.01721600,4043.04000000,23432.30025500,23432.30025500
2019-03-19,14955.95763200,3987.83000000,15117.86240000,4031.00000000,14889.08800000,3970.00000000,15059.84371200,4015.53000000,19893.74181500,19893.74181500
2019-03-18,14933.53024000,3981.85000000,15140.36480000,4037.00000000,14826.56883200,3953.33000000,14955.88262400,3987.81000000,22454.47801000,22454.47801000
2019-03-17,15024.02739200,4005.98000000,15046.60480000,4012.00000000,14814.11750400,3950.01000000,14930.86745600,3981.14000000,18814.25557700,18814.25557700
2019-03-16,14718.29478400,3924.46000000,15215.29779200,4056.98000000,14708.99379200,3921.98000000,15024.02739200,4005.98000000,28568.37612400,28568.37612400
2019-03-15,14540.75084800,3877.12000000,14773.65068800,3939.22000000,14522.29888000,3872.20000000,14715.66950400,3923.76000000,21740.06149800,21740.06149800
2019-03-14,14499.04640000,3866.00000000,14701.56800000,3920.00000000,14290.63667200,3810.43000000,14540.75084800,3877.12000000,27048.74853000,27048.74853000
2019-03-13,14561.64057600,3882.69000000,14602.40742400,3893.56000000,14401.53600000,3840.00000000,14499.04640000,3866.00000000,24461.00875700,24461.00875700
2019-03-12,14520.08614400,3871.61000000,14646.06208000,3905.20000000,14349.25542400,3826.06000000,14561.79059200,3882.73000000,26921.00862200,26921.00862200
2019-03-11,14686.52889600,3915.99000000,14765.24979200,3936.98000000,14364.03200000,3830.00000000,14520.08614400,3871.61000000,38066.88570500,38066.88570500
2019-03-10,14789.43987200,3943.43000000,14789.43987200,3943.43000000,14557.89017600,3881.69000000,14689.64172800,3916.82000000,23187.56141200,23187.56141200
2019-03-09,14494.84595200,3864.88000000,14895.65120000,3971.75000000,14456.85440000,3854.75000000,14787.97721600,3943.04000000,30979.74765300,30979.74765300
2019-03-08,14527.66195200,3873.63000000,14746.57280000,3932.00000000,14251.52000000,3800.00000000,14494.88345600,3864.89000000,34730.36659200,34730.36659200
2019-03-07,14483.44473600,3861.84000000,14646.81216000,3905.40000000,14403.03616000,3840.40000000,14527.69945600,3873.64000000,26455.25766100,26455.25766100
2019-03-06,14467.46803200,3857.58000000,14652.81280000,3907.00000000,14300.61273600,3813.09000000,14483.44473600,3861.84000000,24775.11883000,24775.11883000
2019-03-05,13936.86144000,3716.10000000,14540.67584000,3877.10000000,13889.79392000,3703.55000000,14468.03059200,3857.73000000,32962.53616200,32962.53616200
2019-03-04,14278.97292800,3807.32000000,14364.03200000,3830.00000000,13766.55577600,3670.69000000,13933.86112000,3715.30000000,34742.84166000,34742.84166000
2019-03-03,14326.41548800,3819.97000000,14382.78400000,3835.00000000,14181.46252800,3781.32000000,14280.58560000,3807.75000000,16718.16541000,16718.16541000
2019-03-02,14334.66636800,3822.17000000,14406.44902400,3841.31000000,14147.44640000,3772.25000000,14326.26547200,3819.93000000,19445.83835500,19445.83835500
2019-03-01,14305.00070400,3814.26000000,14465.29280000,3857.00000000,14300.31270400,3813.01000000,14337.77920000,3823.00000000,23174.57217000,23174.57217000
2019-02-28,14319.17721600,3818.04000000,14581.55520000,3888.00000000,14116.01804800,3763.87000000,14302.86297600,3813.69000000,32561.96104400,32561.96104400
2019-02-27,14286.43622400,3809.31000000,14397.22304000,3838.85000000,13790.85836800,3677.17000000,14319.28972800,3818.07000000,31500.99546600,31500.99546600
2019-02-26,14358.18137600,3828.44000000,14407.19910400,3841.51000000,14165.26080000,3777.00000000,14286.13619200,3809.23000000,28838.74803600,28838.74803600
2019-02-25,14039.84742400,3743.56000000,14524.02406400,3872.66000000,14026.49600000,3740.00000000,14356.23116800,3827.92000000,38102.96624500,38102.96624500
2019-02-24,15444.14720000,4118.00000000,15744.17920000,4198.00000000,13923.96006400,3712.66000000,14039.84742400,3743.56000000,62224.18689000,62224.18689000
2019-02-23,14859.08480000,3962.00000000,15609.23980800,4162.02000000,14750.88576000,3933.15000000,15443.24710400,4117.76000000,33657.94288300,33657.94288300
2019-02-22,14766.48742400,3937.31000000,14956.59520000,3988.00000000,14726.50816000,3926.65000000,14859.08480000,3962.00000000,23943.16375000,23943.16375000
2019-02-21,14888.11289600,3969.74000000,15063.40659200,4016.48000000,14630.42291200,3901.03000000,14766.48742400,3937.31000000,31103.88472800,31103.88472800
2019-02-20,14654.12544000,3907.35000000,14952.76979200,3986.98000000,14516.52326400,3870.66000000,14888.11289600,3969.74000000,36205.14085000,36205.14085000
2019-02-19,14616.62144000,3897.35000000,14981.04780800,3994.52000000,14461.54240000,3856.00000000,14655.77561600,3907.79000000,50207.17266700,50207.17266700
2019-02-18,13755.04204800,3667.62000000,14720.32000000,3925.00000000,13707.71200000,3655.00000000,14621.30944000,3898.60000000,64042.73049200,64042.73049200
2019-02-17,13566.02188800,3617.22000000,13876.89254400,3700.11000000,13517.94176000,3604.40000000,13754.89203200,3667.58000000,25690.22777900,25690.22777900
2019-02-16,13510.77849600,3602.49000000,13682.20928000,3648.20000000,13493.60166400,3597.91000000,13570.48486400,3618.41000000,19565.99275100,19565.99275100
